"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30025","test_login","Flipkart_testnew","Sun Feb 09 10:53:25 UTC 2025","broken","Sun Feb 09 10:53:55 UTC 2025","","test_e2e","",""
